id,title,url
6234,1366. Rank Teams by Votes,https://leetcode.com/problems/rank-teams-by-votes
6235,44. Wildcard Matching,https://leetcode.com/problems/wildcard-matching
6236,1934. Confirmation Rate,https://leetcode.com/problems/confirmation-rate
6237,1201. Ugly Number III,https://leetcode.com/problems/ugly-number-iii
6238,2188. Minimum Time to Finish the Race,https://leetcode.com/problems/minimum-time-to-finish-the-race
6239,2274. Maximum Consecutive Floors Without Special Floors,https://leetcode.com/problems/maximum-consecutive-floors-without-special-floors
6240,2009. Minimum Number of Operations to Make Array Continuous,https://leetcode.com/problems/minimum-number-of-operations-to-make-array-continuous
6241,477. Total Hamming Distance,https://leetcode.com/problems/total-hamming-distance
6242,1284. Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,https://leetcode.com/problems/minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix
6243,148. Sort List,https://leetcode.com/problems/sort-list
6244,1806. Minimum Number of Operations to Reinitialize a Permutation,https://leetcode.com/problems/minimum-number-of-operations-to-reinitialize-a-permutation
6245,2568. Minimum Impossible OR,https://leetcode.com/problems/minimum-impossible-or
6246,2210. Count Hills and Valleys in an Array,https://leetcode.com/problems/count-hills-and-valleys-in-an-array
6247,2672. Number of Adjacent Elements With the Same Color,https://leetcode.com/problems/number-of-adjacent-elements-with-the-same-color
6248,2582. Pass the Pillow,https://leetcode.com/problems/pass-the-pillow
6249,2829. Determine the Minimum Sum of a k-avoiding Array,https://leetcode.com/problems/determine-the-minimum-sum-of-a-k-avoiding-array
6250,1027. Longest Arithmetic Subsequence,https://leetcode.com/problems/longest-arithmetic-subsequence
6251,1916. Count Ways to Build Rooms in an Ant Colony,https://leetcode.com/problems/count-ways-to-build-rooms-in-an-ant-colony
6252,2537. Count the Number of Good Subarrays,https://leetcode.com/problems/count-the-number-of-good-subarrays
6253,2767. Partition String Into Minimum Beautiful Substrings,https://leetcode.com/problems/partition-string-into-minimum-beautiful-substrings
6254,3159. Find Occurrences of an Element in an Array,https://leetcode.com/problems/find-occurrences-of-an-element-in-an-array
6255,3040. Maximum Number of Operations With the Same Score II,https://leetcode.com/problems/maximum-number-of-operations-with-the-same-score-ii
6256,1342. Number of Steps to Reduce a Number to Zero,https://leetcode.com/problems/number-of-steps-to-reduce-a-number-to-zero
6257,2280. Minimum Lines to Represent a Line Chart,https://leetcode.com/problems/minimum-lines-to-represent-a-line-chart
6258,520. Detect Capital,https://leetcode.com/problems/detect-capital
6259,1232. Check If It Is a Straight Line,https://leetcode.com/problems/check-if-it-is-a-straight-line
6260,2259. Remove Digit From Number to Maximize Result,https://leetcode.com/problems/remove-digit-from-number-to-maximize-result
6261,1450. Number of Students Doing Homework at a Given Time,https://leetcode.com/problems/number-of-students-doing-homework-at-a-given-time
6262,2619. Array Prototype Last,https://leetcode.com/problems/array-prototype-last
6263,1840. Maximum Building Height,https://leetcode.com/problems/maximum-building-height
6264,952. Largest Component Size by Common Factor,https://leetcode.com/problems/largest-component-size-by-common-factor
6265,31. Next Permutation,https://leetcode.com/problems/next-permutation
6266,2100. Find Good Days to Rob the Bank,https://leetcode.com/problems/find-good-days-to-rob-the-bank
6267,2980. Check if Bitwise OR Has Trailing Zeros,https://leetcode.com/problems/check-if-bitwise-or-has-trailing-zeros
6268,2239. Find Closest Number to Zero,https://leetcode.com/problems/find-closest-number-to-zero
6269,1190. Reverse Substrings Between Each Pair of Parentheses,https://leetcode.com/problems/reverse-substrings-between-each-pair-of-parentheses
6270,1636. Sort Array by Increasing Frequency,https://leetcode.com/problems/sort-array-by-increasing-frequency
6271,483. Smallest Good Base,https://leetcode.com/problems/smallest-good-base
6272,954. Array of Doubled Pairs,https://leetcode.com/problems/array-of-doubled-pairs
6273,3007. Maximum Number That Sum of the Prices Is Less Than or Equal to K,https://leetcode.com/problems/maximum-number-that-sum-of-the-prices-is-less-than-or-equal-to-k
6274,1297. Maximum Number of Occurrences of a Substring,https://leetcode.com/problems/maximum-number-of-occurrences-of-a-substring
6275,2365. Task Scheduler II,https://leetcode.com/problems/task-scheduler-ii
6276,2625. Flatten Deeply Nested Array,https://leetcode.com/problems/flatten-deeply-nested-array
6277,2087. Minimum Cost Homecoming of a Robot in a Grid,https://leetcode.com/problems/minimum-cost-homecoming-of-a-robot-in-a-grid
6278,2023. Number of Pairs of Strings With Concatenation Equal to Target,https://leetcode.com/problems/number-of-pairs-of-strings-with-concatenation-equal-to-target
6279,2839. Check if Strings Can be Made Equal With Operations I,https://leetcode.com/problems/check-if-strings-can-be-made-equal-with-operations-i
6280,2465. Number of Distinct Averages,https://leetcode.com/problems/number-of-distinct-averages
6281,1552. Magnetic Force Between Two Balls,https://leetcode.com/problems/magnetic-force-between-two-balls
6282,2833. Furthest Point From Origin,https://leetcode.com/problems/furthest-point-from-origin
6283,654. Maximum Binary Tree,https://leetcode.com/problems/maximum-binary-tree
6284,1349. Maximum Students Taking Exam,https://leetcode.com/problems/maximum-students-taking-exam
6285,389. Find the Difference,https://leetcode.com/problems/find-the-difference
6286,600. Non-negative Integers without Consecutive Ones,https://leetcode.com/problems/non-negative-integers-without-consecutive-ones
6287,621. Task Scheduler,https://leetcode.com/problems/task-scheduler
6288,1368. Minimum Cost to Make at Least One Valid Path in a Grid,https://leetcode.com/problems/minimum-cost-to-make-at-least-one-valid-path-in-a-grid
6289,1683. Invalid Tweets,https://leetcode.com/problems/invalid-tweets
6290,2048. Next Greater Numerically Balanced Number,https://leetcode.com/problems/next-greater-numerically-balanced-number
6291,19. Remove Nth Node From End of List,https://leetcode.com/problems/remove-nth-node-from-end-of-list
6292,782. Transform to Chessboard,https://leetcode.com/problems/transform-to-chessboard
6293,1154. Day of the Year,https://leetcode.com/problems/day-of-the-year
6294,1838. Frequency of the Most Frequent Element,https://leetcode.com/problems/frequency-of-the-most-frequent-element
6295,847. Shortest Path Visiting All Nodes,https://leetcode.com/problems/shortest-path-visiting-all-nodes
6296,1160. Find Words That Can Be Formed by Characters,https://leetcode.com/problems/find-words-that-can-be-formed-by-characters
6297,2902. Count of Sub-Multisets With Bounded Sum,https://leetcode.com/problems/count-of-sub-multisets-with-bounded-sum
6298,3017. Count the Number of Houses at a Certain Distance II,https://leetcode.com/problems/count-the-number-of-houses-at-a-certain-distance-ii
6299,2089. Find Target Indices After Sorting Array,https://leetcode.com/problems/find-target-indices-after-sorting-array
6300,2639. Find the Width of Columns of a Grid,https://leetcode.com/problems/find-the-width-of-columns-of-a-grid
6301,2091. Removing Minimum and Maximum From Array,https://leetcode.com/problems/removing-minimum-and-maximum-from-array
6302,980. Unique Paths III,https://leetcode.com/problems/unique-paths-iii
6303,860. Lemonade Change,https://leetcode.com/problems/lemonade-change
6304,72. Edit Distance,https://leetcode.com/problems/edit-distance
6305,1534. Count Good Triplets,https://leetcode.com/problems/count-good-triplets
6306,2706. Buy Two Chocolates,https://leetcode.com/problems/buy-two-chocolates
6307,1268. Search Suggestions System,https://leetcode.com/problems/search-suggestions-system
6308,869. Reordered Power of 2,https://leetcode.com/problems/reordered-power-of-2
6309,636. Exclusive Time of Functions,https://leetcode.com/problems/exclusive-time-of-functions
6310,675. Cut Off Trees for Golf Event,https://leetcode.com/problems/cut-off-trees-for-golf-event
6311,949. Largest Time for Given Digits,https://leetcode.com/problems/largest-time-for-given-digits
6312,283. Move Zeroes,https://leetcode.com/problems/move-zeroes
6313,823. Binary Trees With Factors,https://leetcode.com/problems/binary-trees-with-factors
6314,2570. Merge Two 2D Arrays by Summing Values,https://leetcode.com/problems/merge-two-2d-arrays-by-summing-values
6315,2375. Construct Smallest Number From DI String,https://leetcode.com/problems/construct-smallest-number-from-di-string
6316,1850. Minimum Adjacent Swaps to Reach the Kth Smallest Number,https://leetcode.com/problems/minimum-adjacent-swaps-to-reach-the-kth-smallest-number
6317,2383. Minimum Hours of Training to Win a Competition,https://leetcode.com/problems/minimum-hours-of-training-to-win-a-competition
6318,1926. Nearest Exit from Entrance in Maze,https://leetcode.com/problems/nearest-exit-from-entrance-in-maze
6319,263. Ugly Number,https://leetcode.com/problems/ugly-number
6320,517. Super Washing Machines,https://leetcode.com/problems/super-washing-machines
6321,1175. Prime Arrangements,https://leetcode.com/problems/prime-arrangements
6322,1763. Longest Nice Substring,https://leetcode.com/problems/longest-nice-substring
6323,2179. Count Good Triplets in an Array,https://leetcode.com/problems/count-good-triplets-in-an-array
6324,2811. Check if it is Possible to Split Array,https://leetcode.com/problems/check-if-it-is-possible-to-split-array
6325,1808. Maximize Number of Nice Divisors,https://leetcode.com/problems/maximize-number-of-nice-divisors
6326,1039. Minimum Score Triangulation of Polygon,https://leetcode.com/problems/minimum-score-triangulation-of-polygon
6327,2727. Is Object Empty,https://leetcode.com/problems/is-object-empty
6328,780. Reaching Points,https://leetcode.com/problems/reaching-points
6329,2088. Count Fertile Pyramids in a Land,https://leetcode.com/problems/count-fertile-pyramids-in-a-land
6330,1556. Thousand Separator,https://leetcode.com/problems/thousand-separator
6331,974. Subarray Sums Divisible by K,https://leetcode.com/problems/subarray-sums-divisible-by-k/?envType=daily-question&envId=2024-06-09
6332,1869. Longer Contiguous Segments of Ones than Zeros,https://leetcode.com/problems/longer-contiguous-segments-of-ones-than-zeros
6333,2567. Minimum Score by Changing Two Elements,https://leetcode.com/problems/minimum-score-by-changing-two-elements
6334,2482. Difference Between Ones and Zeros in Row and Column,https://leetcode.com/problems/difference-between-ones-and-zeros-in-row-and-column
6335,1115. Print FooBar Alternately,https://leetcode.com/problems/print-foobar-alternately
6336,1537. Get the Maximum Score,https://leetcode.com/problems/get-the-maximum-score
6337,178. Rank Scores,https://leetcode.com/problems/rank-scores
6338,309. Best Time to Buy and Sell Stock with Cooldown,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown
6339,984. String Without AAA or BBB,https://leetcode.com/problems/string-without-aaa-or-bbb
6340,2447. Number of Subarrays With GCD Equal to K,https://leetcode.com/problems/number-of-subarrays-with-gcd-equal-to-k
6341,1760. Minimum Limit of Balls in a Bag,https://leetcode.com/problems/minimum-limit-of-balls-in-a-bag
6342,3160. Find the Number of Distinct Colors Among the Balls,https://leetcode.com/problems/find-the-number-of-distinct-colors-among-the-balls
6343,140. Word Break II,https://leetcode.com/problems/word-break-ii
6344,123. Best Time to Buy and Sell Stock III,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii
6345,1697. Checking Existence of Edge Length Limited Paths,https://leetcode.com/problems/checking-existence-of-edge-length-limited-paths
6346,1839. Longest Substring Of All Vowels in Order,https://leetcode.com/problems/longest-substring-of-all-vowels-in-order
6347,2309. Greatest English Letter in Upper and Lower Case,https://leetcode.com/problems/greatest-english-letter-in-upper-and-lower-case
6348,1861. Rotating the Box,https://leetcode.com/problems/rotating-the-box
6349,315. Count of Smaller Numbers After Self,https://leetcode.com/problems/count-of-smaller-numbers-after-self
6350,554. Brick Wall,https://leetcode.com/problems/brick-wall
6351,1202. Smallest String With Swaps,https://leetcode.com/problems/smallest-string-with-swaps
6352,2103. Rings and Rods,https://leetcode.com/problems/rings-and-rods
6353,3171. Find Subarray With Bitwise OR Closest to K,https://leetcode.com/problems/find-subarray-with-bitwise-or-closest-to-k
6354,2300. Successful Pairs of Spells and Potions,https://leetcode.com/problems/successful-pairs-of-spells-and-potions
6355,627. Swap Salary,https://leetcode.com/problems/swap-salary
6356,197. Rising Temperature,https://leetcode.com/problems/rising-temperature
6357,3046. Split the Array,https://leetcode.com/problems/split-the-array
6358,184. Department Highest Salary,https://leetcode.com/problems/department-highest-salary
6359,87. Scramble String,https://leetcode.com/problems/scramble-string
6360,410. Split Array Largest Sum,https://leetcode.com/problems/split-array-largest-sum
6361,1583. Count Unhappy Friends,https://leetcode.com/problems/count-unhappy-friends
6362,2035. Partition Array Into Two Arrays to Minimize Sum Difference,https://leetcode.com/problems/partition-array-into-two-arrays-to-minimize-sum-difference
6363,2585. Number of Ways to Earn Points,https://leetcode.com/problems/number-of-ways-to-earn-points
6364,785. Is Graph Bipartite?,https://leetcode.com/problems/is-graph-bipartite
6365,1481. Least Number of Unique Integers after K Removals,https://leetcode.com/problems/least-number-of-unique-integers-after-k-removals
6366,2195. Append K Integers With Minimal Sum,https://leetcode.com/problems/append-k-integers-with-minimal-sum
6367,2106. Maximum Fruits Harvested After at Most K Steps,https://leetcode.com/problems/maximum-fruits-harvested-after-at-most-k-steps
6368,25. Reverse Nodes in k-Group,https://leetcode.com/problems/reverse-nodes-in-k-group
6369,226. Invert Binary Tree,https://leetcode.com/problems/invert-binary-tree
6370,1471. The k Strongest Values in an Array,https://leetcode.com/problems/the-k-strongest-values-in-an-array
6371,3081. Replace Question Marks in String to Minimize Its Value,https://leetcode.com/problems/replace-question-marks-in-string-to-minimize-its-value
6372,1653. Minimum Deletions to Make String Balanced,https://leetcode.com/problems/minimum-deletions-to-make-string-balanced
6373,292. Nim Game,https://leetcode.com/problems/nim-game
6374,2191. Sort the Jumbled Numbers,https://leetcode.com/problems/sort-the-jumbled-numbers
6375,1161. Maximum Level Sum of a Binary Tree,https://leetcode.com/problems/maximum-level-sum-of-a-binary-tree
6376,2104. Sum of Subarray Ranges,https://leetcode.com/problems/sum-of-subarray-ranges
6377,2167. Minimum Time to Remove All Cars Containing Illegal Goods,https://leetcode.com/problems/minimum-time-to-remove-all-cars-containing-illegal-goods
6378,3148. Maximum Difference Score in a Grid,https://leetcode.com/problems/maximum-difference-score-in-a-grid
6379,131. Palindrome Partitioning,https://leetcode.com/problems/palindrome-partitioning
6380,396. Rotate Function,https://leetcode.com/problems/rotate-function
6381,451. Sort Characters By Frequency,https://leetcode.com/problems/sort-characters-by-frequency
6382,908. Smallest Range I,https://leetcode.com/problems/smallest-range-i
6383,591. Tag Validator,https://leetcode.com/problems/tag-validator
6384,1725. Number Of Rectangles That Can Form The Largest Square,https://leetcode.com/problems/number-of-rectangles-that-can-form-the-largest-square
6385,1068. Product Sales Analysis I,https://leetcode.com/problems/product-sales-analysis-i
6386,2332. The Latest Time to Catch a Bus,https://leetcode.com/problems/the-latest-time-to-catch-a-bus
6387,2615. Sum of Distances,https://leetcode.com/problems/sum-of-distances
6388,1029. Two City Scheduling,https://leetcode.com/problems/two-city-scheduling
6389,3122. Minimum Number of Operations to Satisfy Conditions,https://leetcode.com/problems/minimum-number-of-operations-to-satisfy-conditions
6390,3020. Find the Maximum Number of Elements in Subset,https://leetcode.com/problems/find-the-maximum-number-of-elements-in-subset
6391,1848. Minimum Distance to the Target Element,https://leetcode.com/problems/minimum-distance-to-the-target-element
6392,206. Reverse Linked List,https://leetcode.com/problems/reverse-linked-list
6393,450. Delete Node in a BST,https://leetcode.com/problems/delete-node-in-a-bst
6394,811. Subdomain Visit Count,https://leetcode.com/problems/subdomain-visit-count
6395,1110. Delete Nodes And Return Forest,https://leetcode.com/problems/delete-nodes-and-return-forest
6396,2771. Longest Non-decreasing Subarray From Two Arrays,https://leetcode.com/problems/longest-non-decreasing-subarray-from-two-arrays
6397,2940. Find Building Where Alice and Bob Can Meet,https://leetcode.com/problems/find-building-where-alice-and-bob-can-meet
6398,1200. Minimum Absolute Difference,https://leetcode.com/problems/minimum-absolute-difference
6399,1023. Camelcase Matching,https://leetcode.com/problems/camelcase-matching
6400,199. Binary Tree Right Side View,https://leetcode.com/problems/binary-tree-right-side-view
6401,2884. Modify Columns,https://leetcode.com/problems/modify-columns
6402,432. All O`one Data Structure,https://leetcode.com/problems/all-oone-data-structure
6403,1662. Check If Two String Arrays are Equivalent,https://leetcode.com/problems/check-if-two-string-arrays-are-equivalent
6404,2213. Longest Substring of One Repeating Character,https://leetcode.com/problems/longest-substring-of-one-repeating-character
6405,1657. Determine if Two Strings Are Close,https://leetcode.com/problems/determine-if-two-strings-are-close
6406,2614. Prime In Diagonal,https://leetcode.com/problems/prime-in-diagonal
6407,1530. Number of Good Leaf Nodes Pairs,https://leetcode.com/problems/number-of-good-leaf-nodes-pairs
6408,215. Kth Largest Element in an Array,https://leetcode.com/problems/kth-largest-element-in-an-array
6409,937. Reorder Data in Log Files,https://leetcode.com/problems/reorder-data-in-log-files
6410,1958. Check if Move is Legal,https://leetcode.com/problems/check-if-move-is-legal
6411,78. Subsets,https://leetcode.com/problems/subsets
6412,3163. String Compression III,https://leetcode.com/problems/string-compression-iii
6413,739. Daily Temperatures,https://leetcode.com/problems/daily-temperatures
6414,2841. Maximum Sum of Almost Unique Subarray,https://leetcode.com/problems/maximum-sum-of-almost-unique-subarray
6415,1716. Calculate Money in Leetcode Bank,https://leetcode.com/problems/calculate-money-in-leetcode-bank
6416,1819. Number of Different Subsequences GCDs,https://leetcode.com/problems/number-of-different-subsequences-gcds
6417,1993. Operations on Tree,https://leetcode.com/problems/operations-on-tree
6418,1034. Coloring A Border,https://leetcode.com/problems/coloring-a-border
6419,1397. Find All Good Strings,https://leetcode.com/problems/find-all-good-strings
6420,923. 3Sum With Multiplicity,https://leetcode.com/problems/3sum-with-multiplicity
6421,1898. Maximum Number of Removable Characters,https://leetcode.com/problems/maximum-number-of-removable-characters
6422,1. Two Sum,https://leetcode.com/problems/two-sum
6423,290. Word Pattern,https://leetcode.com/problems/word-pattern
6424,2384. Largest Palindromic Number,https://leetcode.com/problems/largest-palindromic-number
6425,1323. Maximum 69 Number,https://leetcode.com/problems/maximum-69-number
6426,2455. Average Value of Even Numbers That Are Divisible by Three,https://leetcode.com/problems/average-value-of-even-numbers-that-are-divisible-by-three
6427,2444. Count Subarrays With Fixed Bounds,https://leetcode.com/problems/count-subarrays-with-fixed-bounds
6428,171. Excel Sheet Column Number,https://leetcode.com/problems/excel-sheet-column-number
6429,889. Construct Binary Tree from Preorder and Postorder Traversal,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-postorder-traversal
6430,1277. Count Square Submatrices with All Ones,https://leetcode.com/problems/count-square-submatrices-with-all-ones
6431,373. Find K Pairs with Smallest Sums,https://leetcode.com/problems/find-k-pairs-with-smallest-sums
6432,372. Super Pow,https://leetcode.com/problems/super-pow
6433,633. Sum of Square Numbers,https://leetcode.com/problems/sum-of-square-numbers
6434,2160. Minimum Sum of Four Digit Number After Splitting Digits,https://leetcode.com/problems/minimum-sum-of-four-digit-number-after-splitting-digits
6435,1704. Determine if String Halves Are Alike,https://leetcode.com/problems/determine-if-string-halves-are-alike
6436,1579. Remove Max Number of Edges to Keep Graph Fully Traversable,https://leetcode.com/problems/remove-max-number-of-edges-to-keep-graph-fully-traversable
6437,735. Asteroid Collision,https://leetcode.com/problems/asteroid-collision
6438,96. Unique Binary Search Trees,https://leetcode.com/problems/unique-binary-search-trees
6439,2659. Make Array Empty,https://leetcode.com/problems/make-array-empty
6440,1162. As Far from Land as Possible,https://leetcode.com/problems/as-far-from-land-as-possible
6441,167. Two Sum II - Input Array Is Sorted,https://leetcode.com/problems/two-sum-ii-input-array-is-sorted
6442,110. Balanced Binary Tree,https://leetcode.com/problems/balanced-binary-tree
6443,1587. Bank Account Summary II,https://leetcode.com/problems/bank-account-summary-ii
6444,877. Stone Game,https://leetcode.com/problems/stone-game
6445,394. Decode String,https://leetcode.com/problems/decode-string
6446,1706. Where Will the Ball Fall,https://leetcode.com/problems/where-will-the-ball-fall
6447,2234. Maximum Total Beauty of the Gardens,https://leetcode.com/problems/maximum-total-beauty-of-the-gardens
6448,406. Queue Reconstruction by Height,https://leetcode.com/problems/queue-reconstruction-by-height
6449,2919. Minimum Increment Operations to Make Array Beautiful,https://leetcode.com/problems/minimum-increment-operations-to-make-array-beautiful
6450,2273. Find Resultant Array After Removing Anagrams,https://leetcode.com/problems/find-resultant-array-after-removing-anagrams
6451,2703. Return Length of Arguments Passed,https://leetcode.com/problems/return-length-of-arguments-passed
6452,3176. Find the Maximum Length of a Good Subsequence I,https://leetcode.com/problems/find-the-maximum-length-of-a-good-subsequence-i
6453,1434. Number of Ways to Wear Different Hats to Each Other,https://leetcode.com/problems/number-of-ways-to-wear-different-hats-to-each-other
6454,1931. Painting a Grid With Three Different Colors,https://leetcode.com/problems/painting-a-grid-with-three-different-colors
6455,781. Rabbits in Forest,https://leetcode.com/problems/rabbits-in-forest
6456,1757. Recyclable and Low Fat Products,https://leetcode.com/problems/recyclable-and-low-fat-products
6457,2443. Sum of Number and Its Reverse,https://leetcode.com/problems/sum-of-number-and-its-reverse
6458,2070. Most Beautiful Item for Each Query,https://leetcode.com/problems/most-beautiful-item-for-each-query
6459,2367. Number of Arithmetic Triplets,https://leetcode.com/problems/number-of-arithmetic-triplets
6460,466. Count The Repetitions,https://leetcode.com/problems/count-the-repetitions
6461,2192. All Ancestors of a Node in a Directed Acyclic Graph,https://leetcode.com/problems/all-ancestors-of-a-node-in-a-directed-acyclic-graph
6462,1846. Maximum Element After Decreasing and Rearranging,https://leetcode.com/problems/maximum-element-after-decreasing-and-rearranging
6463,3110. Score of a String,https://leetcode.com/problems/score-of-a-string/?envType=daily-question&envId=2024-06-01
6464,2018. Check if Word Can Be Placed In Crossword,https://leetcode.com/problems/check-if-word-can-be-placed-in-crossword
6465,2310. Sum of Numbers With Units Digit K,https://leetcode.com/problems/sum-of-numbers-with-units-digit-k
6466,929. Unique Email Addresses,https://leetcode.com/problems/unique-email-addresses
6467,1889. Minimum Space Wasted From Packaging,https://leetcode.com/problems/minimum-space-wasted-from-packaging
6468,1721. Swapping Nodes in a Linked List,https://leetcode.com/problems/swapping-nodes-in-a-linked-list
6469,2808. Minimum Seconds to Equalize a Circular Array,https://leetcode.com/problems/minimum-seconds-to-equalize-a-circular-array
6470,2508. Add Edges to Make Degrees of All Nodes Even,https://leetcode.com/problems/add-edges-to-make-degrees-of-all-nodes-even
6471,743. Network Delay Time,https://leetcode.com/problems/network-delay-time
6472,3084. Count Substrings Starting and Ending with Given Character,https://leetcode.com/problems/count-substrings-starting-and-ending-with-given-character
6473,2842. Count K-Subsequences of a String With Maximum Beauty,https://leetcode.com/problems/count-k-subsequences-of-a-string-with-maximum-beauty
6474,1872. Stone Game VIII,https://leetcode.com/problems/stone-game-viii
6475,818. Race Car,https://leetcode.com/problems/race-car
6476,2486. Append Characters to String to Make Subsequence,https://leetcode.com/problems/append-characters-to-string-to-make-subsequence/?envType=daily-question&envId=2024-06-03
6477,66. Plus One,https://leetcode.com/problems/plus-one
6478,211. Design Add and Search Words Data Structure,https://leetcode.com/problems/design-add-and-search-words-data-structure
6479,1752. Check if Array Is Sorted and Rotated,https://leetcode.com/problems/check-if-array-is-sorted-and-rotated
6480,1001. Grid Illumination,https://leetcode.com/problems/grid-illumination
6481,2996. Smallest Missing Integer Greater Than Sequential Prefix Sum,https://leetcode.com/problems/smallest-missing-integer-greater-than-sequential-prefix-sum
6482,3029. Minimum Time to Revert Word to Initial State I,https://leetcode.com/problems/minimum-time-to-revert-word-to-initial-state-i
6483,2181. Merge Nodes in Between Zeros,https://leetcode.com/problems/merge-nodes-in-between-zeros
6484,1116. Print Zero Even Odd,https://leetcode.com/problems/print-zero-even-odd
6485,1359. Count All Valid Pickup and Delivery Options,https://leetcode.com/problems/count-all-valid-pickup-and-delivery-options
6486,2028. Find Missing Observations,https://leetcode.com/problems/find-missing-observations
6487,2244. Minimum Rounds to Complete All Tasks,https://leetcode.com/problems/minimum-rounds-to-complete-all-tasks
6488,2598. Smallest Missing Non-negative Integer After Operations,https://leetcode.com/problems/smallest-missing-non-negative-integer-after-operations
6489,273. Integer to English Words,https://leetcode.com/problems/integer-to-english-words
6490,2670. Find the Distinct Difference Array,https://leetcode.com/problems/find-the-distinct-difference-array
6491,64. Minimum Path Sum,https://leetcode.com/problems/minimum-path-sum
6492,1425. Constrained Subsequence Sum,https://leetcode.com/problems/constrained-subsequence-sum
6493,3133. Minimum Array End,https://leetcode.com/problems/minimum-array-end
6494,913. Cat and Mouse,https://leetcode.com/problems/cat-and-mouse
6495,2453. Destroy Sequential Targets,https://leetcode.com/problems/destroy-sequential-targets
6496,892. Surface Area of 3D Shapes,https://leetcode.com/problems/surface-area-of-3d-shapes
6497,1267. Count Servers that Communicate,https://leetcode.com/problems/count-servers-that-communicate
6498,1010. Pairs of Songs With Total Durations Divisible by 60,https://leetcode.com/problems/pairs-of-songs-with-total-durations-divisible-by-60
6499,2415. Reverse Odd Levels of Binary Tree,https://leetcode.com/problems/reverse-odd-levels-of-binary-tree
6500,1557. Minimum Number of Vertices to Reach All Nodes,https://leetcode.com/problems/minimum-number-of-vertices-to-reach-all-nodes
6501,3120. Count the Number of Special Characters I,https://leetcode.com/problems/count-the-number-of-special-characters-i
6502,1477. Find Two Non-overlapping Sub-arrays Each With Target Sum,https://leetcode.com/problems/find-two-non-overlapping-sub-arrays-each-with-target-sum
6503,219. Contains Duplicate II,https://leetcode.com/problems/contains-duplicate-ii
6504,1340. Jump Game V,https://leetcode.com/problems/jump-game-v
6505,2584. Split the Array to Make Coprime Products,https://leetcode.com/problems/split-the-array-to-make-coprime-products
6506,3139. Minimum Cost to Equalize Array,https://leetcode.com/problems/minimum-cost-to-equalize-array
6507,1912. Design Movie Rental System,https://leetcode.com/problems/design-movie-rental-system
6508,109. Convert Sorted List to Binary Search Tree,https://leetcode.com/problems/convert-sorted-list-to-binary-search-tree
6509,556. Next Greater Element III,https://leetcode.com/problems/next-greater-element-iii
6510,2099. Find Subsequence of Length K With the Largest Sum,https://leetcode.com/problems/find-subsequence-of-length-k-with-the-largest-sum
6511,2249. Count Lattice Points Inside a Circle,https://leetcode.com/problems/count-lattice-points-inside-a-circle
6512,1373. Maximum Sum BST in Binary Tree,https://leetcode.com/problems/maximum-sum-bst-in-binary-tree
6513,1906. Minimum Absolute Difference Queries,https://leetcode.com/problems/minimum-absolute-difference-queries
6514,757. Set Intersection Size At Least Two,https://leetcode.com/problems/set-intersection-size-at-least-two
6515,2316. Count Unreachable Pairs of Nodes in an Undirected Graph,https://leetcode.com/problems/count-unreachable-pairs-of-nodes-in-an-undirected-graph
6516,2325. Decode the Message,https://leetcode.com/problems/decode-the-message
6517,142. Linked List Cycle II,https://leetcode.com/problems/linked-list-cycle-ii
6518,313. Super Ugly Number,https://leetcode.com/problems/super-ugly-number
6519,1103. Distribute Candies to People,https://leetcode.com/problems/distribute-candies-to-people
6520,1263. Minimum Moves to Move a Box to Their Target Location,https://leetcode.com/problems/minimum-moves-to-move-a-box-to-their-target-location
6521,1813. Sentence Similarity III,https://leetcode.com/problems/sentence-similarity-iii
6522,695. Max Area of Island,https://leetcode.com/problems/max-area-of-island
6523,1362. Closest Divisors,https://leetcode.com/problems/closest-divisors
6524,841. Keys and Rooms,https://leetcode.com/problems/keys-and-rooms
6525,2908. Minimum Sum of Mountain Triplets I,https://leetcode.com/problems/minimum-sum-of-mountain-triplets-i
6526,80. Remove Duplicates from Sorted Array II,https://leetcode.com/problems/remove-duplicates-from-sorted-array-ii
6527,530. Minimum Absolute Difference in BST,https://leetcode.com/problems/minimum-absolute-difference-in-bst
6528,99. Recover Binary Search Tree,https://leetcode.com/problems/recover-binary-search-tree
6529,354. Russian Doll Envelopes,https://leetcode.com/problems/russian-doll-envelopes
6530,539. Minimum Time Difference,https://leetcode.com/problems/minimum-time-difference
6531,808. Soup Servings,https://leetcode.com/problems/soup-servings
6532,492. Construct the Rectangle,https://leetcode.com/problems/construct-the-rectangle
6533,2121. Intervals Between Identical Elements,https://leetcode.com/problems/intervals-between-identical-elements
6534,2541. Minimum Operations to Make Array Equal II,https://leetcode.com/problems/minimum-operations-to-make-array-equal-ii
6535,2512. Reward Top K Students,https://leetcode.com/problems/reward-top-k-students
6536,2133. Check if Every Row and Column Contains All Numbers,https://leetcode.com/problems/check-if-every-row-and-column-contains-all-numbers
6537,1443. Minimum Time to Collect All Apples in a Tree,https://leetcode.com/problems/minimum-time-to-collect-all-apples-in-a-tree
6538,542. 01 Matrix,https://leetcode.com/problems/01-matrix
